,Simulation,Dimension,Aspect,Threshold,Reliability,Stress
0,1,Magnitude,Service,0,99.63649590499699,1.0309278350515463
1,1,Magnitude,Spatial,0,63.4020618556701,1.0309278350515463
2,1,Magnitude,Continuity,0,91.66666666666666,1.0309278350515463
3,1,Peak,Service,0,86.06238216161728,1.0309278350515463
4,1,Peak,Spatial,0,77.0618556701031,1.0309278350515463
5,1,Time to Peak,Service,0,1.0416666666666665,1.0309278350515463
6,1,Time to Recovery,Service,0,90.625,1.0309278350515463
7,1,Time to Peak,Spatial,0,1.0416666666666665,1.0309278350515463
8,1,Time to Recovery,Spatial,0,90.625,1.0309278350515463
9,1,Magnitude,Service,1,99.7820882126689,1.0309278350515463
10,1,Magnitude,Spatial,1,76.8041237113402,1.0309278350515463
11,1,Magnitude,Continuity,1,94.79166666666666,1.0309278350515463
12,1,Peak,Service,1,87.17654943466187,1.0309278350515463
13,1,Peak,Spatial,1,78.8659793814433,1.0309278350515463
14,1,Time to Peak,Service,1,1.0416666666666665,1.0309278350515463
15,1,Time to Recovery,Service,1,92.70833333333334,1.0309278350515463
16,1,Time to Peak,Spatial,1,1.0416666666666665,1.0309278350515463
17,1,Time to Recovery,Spatial,1,92.70833333333334,1.0309278350515463
18,1,Magnitude,Service,0,99.3223690893501,1.8041237113402062
19,1,Magnitude,Spatial,0,48.19587628865979,1.8041237113402062
20,1,Magnitude,Continuity,0,89.58333333333334,1.8041237113402062
21,1,Peak,Service,0,81.46833181381226,1.8041237113402062
22,1,Peak,Spatial,0,64.17525773195875,1.8041237113402062
23,1,Time to Peak,Service,0,1.0416666666666665,1.8041237113402062
24,1,Time to Recovery,Service,0,87.5,1.8041237113402062
25,1,Time to Peak,Spatial,0,1.0416666666666665,1.8041237113402062
26,1,Time to Recovery,Spatial,0,87.5,1.8041237113402062
27,1,Magnitude,Service,1,99.52841848134995,1.8041237113402062
28,1,Magnitude,Spatial,1,54.12371134020619,1.8041237113402062
29,1,Magnitude,Continuity,1,90.625,1.8041237113402062
30,1,Peak,Service,1,82.28474855422974,1.8041237113402062
31,1,Peak,Spatial,1,65.20618556701031,1.8041237113402062
32,1,Time to Peak,Service,1,1.0416666666666665,1.8041237113402062
33,1,Time to Recovery,Service,1,87.5,1.8041237113402062
34,1,Time to Peak,Spatial,1,1.0416666666666665,1.8041237113402062
35,1,Time to Recovery,Spatial,1,87.5,1.8041237113402062
36,1,Magnitude,Service,0,98.21320939809084,3.0927835051546393
37,1,Magnitude,Spatial,0,25.773195876288657,3.0927835051546393
38,1,Magnitude,Continuity,0,81.25,3.0927835051546393
39,1,Peak,Service,0,70.17282545566559,3.0927835051546393
40,1,Peak,Spatial,0,44.587628865979376,3.0927835051546393
41,1,Time to Peak,Service,0,1.0416666666666665,3.0927835051546393
42,1,Time to Recovery,Service,0,76.04166666666666,3.0927835051546393
43,1,Time to Peak,Spatial,0,1.0416666666666665,3.0927835051546393
44,1,Time to Recovery,Spatial,0,76.04166666666666,3.0927835051546393
45,1,Magnitude,Service,1,99.37452306039631,3.0927835051546393
46,1,Magnitude,Spatial,1,36.5979381443299,3.0927835051546393
47,1,Magnitude,Continuity,1,89.58333333333334,3.0927835051546393
48,1,Peak,Service,1,75.43102949857712,3.0927835051546393
49,1,Peak,Spatial,1,52.319587628865975,3.0927835051546393
50,1,Time to Peak,Service,1,1.0416666666666665,3.0927835051546393
51,1,Time to Recovery,Service,1,87.5,3.0927835051546393
52,1,Time to Peak,Spatial,1,1.0416666666666665,3.0927835051546393
53,1,Time to Recovery,Spatial,1,87.5,3.0927835051546393
54,1,Magnitude,Service,0,97.37641476094723,5.154639175257732
55,1,Magnitude,Spatial,0,4.639175257731953,5.154639175257732
56,1,Magnitude,Continuity,0,79.16666666666666,5.154639175257732
57,1,Peak,Service,0,64.1924262046814,5.154639175257732
58,1,Peak,Spatial,0,35.30927835051546,5.154639175257732
59,1,Time to Peak,Service,0,1.0416666666666665,5.154639175257732
60,1,Time to Recovery,Service,0,77.08333333333334,5.154639175257732
61,1,Time to Peak,Spatial,0,1.0416666666666665,5.154639175257732
62,1,Time to Recovery,Spatial,0,77.08333333333334,5.154639175257732
63,1,Magnitude,Service,1,98.78969853743911,5.154639175257732
64,1,Magnitude,Spatial,1,17.268041237113408,5.154639175257732
65,1,Magnitude,Continuity,1,80.20833333333334,5.154639175257732
66,1,Peak,Service,1,68.41582953929901,5.154639175257732
67,1,Peak,Spatial,1,42.01030927835051,5.154639175257732
68,1,Time to Peak,Service,1,1.0416666666666665,5.154639175257732
69,1,Time to Recovery,Service,1,78.125,5.154639175257732
70,1,Time to Peak,Spatial,1,1.0416666666666665,5.154639175257732
71,1,Time to Recovery,Spatial,1,78.125,5.154639175257732
72,1,Magnitude,Service,0,96.60359174013138,8.762886597938145
73,1,Magnitude,Spatial,0,4.89690721649485,8.762886597938145
74,1,Magnitude,Continuity,0,78.125,8.762886597938145
75,1,Peak,Service,0,57.650357484817505,8.762886597938145
76,1,Peak,Spatial,0,24.742268041237114,8.762886597938145
77,1,Time to Peak,Service,0,1.0416666666666665,8.762886597938145
78,1,Time to Recovery,Service,0,75.0,8.762886597938145
79,1,Time to Peak,Spatial,0,1.0416666666666665,8.762886597938145
80,1,Time to Recovery,Spatial,0,75.0,8.762886597938145
81,1,Magnitude,Service,1,97.99204394221306,8.762886597938145
82,1,Magnitude,Spatial,1,16.237113402061855,8.762886597938145
83,1,Magnitude,Continuity,1,80.20833333333334,8.762886597938145
84,1,Peak,Service,1,63.11267018318176,8.762886597938145
85,1,Peak,Spatial,1,33.50515463917526,8.762886597938145
86,1,Time to Peak,Service,1,1.0416666666666665,8.762886597938145
87,1,Time to Recovery,Service,1,78.125,8.762886597938145
88,1,Time to Peak,Spatial,1,1.0416666666666665,8.762886597938145
89,1,Time to Recovery,Spatial,1,78.125,8.762886597938145
90,1,Magnitude,Service,0,95.17970010638237,14.175257731958762
91,1,Magnitude,Spatial,0,4.89690721649485,14.175257731958762
92,1,Magnitude,Continuity,0,59.375,14.175257731958762
93,1,Peak,Service,0,54.55363988876343,14.175257731958762
94,1,Peak,Spatial,0,18.556701030927837,14.175257731958762
95,1,Time to Peak,Service,0,1.0416666666666665,14.175257731958762
96,1,Time to Recovery,Service,0,38.541666666666664,14.175257731958762
97,1,Time to Peak,Spatial,0,1.0416666666666665,14.175257731958762
98,1,Time to Recovery,Spatial,0,38.541666666666664,14.175257731958762
99,1,Magnitude,Service,1,97.28549364954233,14.175257731958762
100,1,Magnitude,Spatial,1,20.360824742268047,14.175257731958762
101,1,Magnitude,Continuity,1,73.95833333333333,14.175257731958762
102,1,Peak,Service,1,58.522263169288635,14.175257731958762
103,1,Peak,Spatial,1,26.28865979381443,14.175257731958762
104,1,Time to Peak,Service,1,1.0416666666666665,14.175257731958762
105,1,Time to Recovery,Service,1,66.66666666666667,14.175257731958762
106,1,Time to Peak,Spatial,1,1.0416666666666665,14.175257731958762
107,1,Time to Recovery,Spatial,1,66.66666666666667,14.175257731958762
108,1,Magnitude,Service,0,92.27856546640396,23.195876288659793
109,1,Magnitude,Spatial,0,2.577319587628868,23.195876288659793
110,1,Magnitude,Continuity,0,39.583333333333336,23.195876288659793
111,1,Peak,Service,0,46.847403049468994,23.195876288659793
112,1,Peak,Spatial,0,7.474226804123707,23.195876288659793
113,1,Time to Peak,Service,0,1.0416666666666665,23.195876288659793
114,1,Time to Recovery,Service,0,22.916666666666664,23.195876288659793
115,1,Time to Peak,Spatial,0,1.0416666666666665,23.195876288659793
116,1,Time to Recovery,Spatial,0,22.916666666666664,23.195876288659793
117,1,Magnitude,Service,1,94.36621591448784,23.195876288659793
118,1,Magnitude,Spatial,1,3.6082474226804107,23.195876288659793
119,1,Magnitude,Continuity,1,56.25,23.195876288659793
120,1,Peak,Service,1,48.577797412872314,23.195876288659793
121,1,Peak,Spatial,1,10.567010309278347,23.195876288659793
122,1,Time to Peak,Service,1,1.0416666666666665,23.195876288659793
123,1,Time to Recovery,Service,1,40.625,23.195876288659793
124,1,Time to Peak,Spatial,1,1.0416666666666665,23.195876288659793
125,1,Time to Recovery,Spatial,1,40.625,23.195876288659793
126,1,Magnitude,Service,0,90.80877304077148,37.628865979381445
127,1,Magnitude,Spatial,0,3.0927835051546393,37.628865979381445
128,1,Magnitude,Continuity,0,25.0,37.628865979381445
129,1,Peak,Service,0,47.23484516143799,37.628865979381445
130,1,Peak,Spatial,0,7.474226804123707,37.628865979381445
131,1,Time to Peak,Service,0,1.0416666666666665,37.628865979381445
132,1,Time to Recovery,Service,0,12.5,37.628865979381445
133,1,Time to Peak,Spatial,0,1.0416666666666665,37.628865979381445
134,1,Time to Recovery,Spatial,0,12.5,37.628865979381445
135,1,Magnitude,Service,1,93.02611127495766,37.628865979381445
136,1,Magnitude,Spatial,1,3.0927835051546393,37.628865979381445
137,1,Magnitude,Continuity,1,39.583333333333336,37.628865979381445
138,1,Peak,Service,1,48.079705238342285,37.628865979381445
139,1,Peak,Spatial,1,7.731958762886593,37.628865979381445
140,1,Time to Peak,Service,1,1.0416666666666665,37.628865979381445
141,1,Time to Recovery,Service,1,22.916666666666664,37.628865979381445
142,1,Time to Peak,Spatial,1,1.0416666666666665,37.628865979381445
143,1,Time to Recovery,Spatial,1,22.916666666666664,37.628865979381445
144,1,Magnitude,Service,0,88.93749266862869,61.34020618556701
145,1,Magnitude,Spatial,0,2.577319587628868,61.34020618556701
146,1,Magnitude,Continuity,0,15.625,61.34020618556701
147,1,Peak,Service,0,45.59161067008972,61.34020618556701
148,1,Peak,Spatial,0,4.639175257731953,61.34020618556701
149,1,Time to Peak,Service,0,1.0416666666666665,61.34020618556701
150,1,Time to Recovery,Service,0,0.0,61.34020618556701
151,1,Time to Peak,Spatial,0,1.0416666666666665,61.34020618556701
152,1,Time to Recovery,Spatial,0,0.0,61.34020618556701
153,1,Magnitude,Service,1,91.65132567286491,61.34020618556701
154,1,Magnitude,Spatial,1,3.8659793814432963,61.34020618556701
155,1,Magnitude,Continuity,1,31.25,61.34020618556701
156,1,Peak,Service,1,45.649850368499756,61.34020618556701
157,1,Peak,Spatial,1,5.927835051546393,61.34020618556701
158,1,Time to Peak,Service,1,1.0416666666666665,61.34020618556701
159,1,Time to Recovery,Service,1,12.5,61.34020618556701
160,1,Time to Peak,Spatial,1,1.0416666666666665,61.34020618556701
161,1,Time to Recovery,Spatial,1,12.5,61.34020618556701
162,1,Magnitude,Service,0,86.50498390197754,100.0
163,1,Magnitude,Spatial,0,2.3195876288659822,100.0
164,1,Magnitude,Continuity,0,11.458333333333337,100.0
165,1,Peak,Service,0,44.745343923568726,100.0
166,1,Peak,Spatial,0,2.3195876288659822,100.0
167,1,Time to Peak,Service,0,1.0416666666666665,100.0
168,1,Time to Recovery,Service,0,0.0,100.0
169,1,Time to Peak,Spatial,0,1.0416666666666665,100.0
170,1,Time to Recovery,Spatial,0,0.0,100.0
171,1,Magnitude,Service,1,89.70851674675941,100.0
172,1,Magnitude,Spatial,1,2.577319587628868,100.0
173,1,Magnitude,Continuity,1,18.75,100.0
174,1,Peak,Service,1,44.745343923568726,100.0
175,1,Peak,Spatial,1,2.577319587628868,100.0
176,1,Time to Peak,Service,1,1.0416666666666665,100.0
177,1,Time to Recovery,Service,1,0.0,100.0
178,1,Time to Peak,Spatial,1,1.0416666666666665,100.0
