,Simulation,Dimension,Aspect,Threshold,Reliability,Stress
0,1,Magnitude,Service,0,99.88904718775302,1.0309278350515463
1,1,Magnitude,Spatial,0,88.4020618556701,1.0309278350515463
2,1,Magnitude,Continuity,0,92.70833333333334,1.0309278350515463
3,1,Peak,Service,0,94.98596116900444,1.0309278350515463
4,1,Peak,Spatial,0,90.97938144329896,1.0309278350515463
5,1,Time to Peak,Service,0,1.0416666666666665,1.0309278350515463
6,1,Time to Recovery,Service,0,80.20833333333334,1.0309278350515463
7,1,Time to Peak,Spatial,0,1.0416666666666665,1.0309278350515463
8,1,Time to Recovery,Spatial,0,80.20833333333334,1.0309278350515463
9,1,Magnitude,Service,1,99.9426370835863,1.0309278350515463
10,1,Magnitude,Spatial,1,92.78350515463917,1.0309278350515463
11,1,Magnitude,Continuity,1,96.875,1.0309278350515463
12,1,Peak,Service,1,97.2224798053503,1.0309278350515463
13,1,Peak,Spatial,1,94.58762886597938,1.0309278350515463
14,1,Time to Peak,Service,1,1.0416666666666665,1.0309278350515463
15,1,Time to Recovery,Service,1,94.79166666666666,1.0309278350515463
16,1,Time to Peak,Spatial,1,1.0416666666666665,1.0309278350515463
17,1,Time to Recovery,Spatial,1,94.79166666666666,1.0309278350515463
18,1,Magnitude,Service,0,99.62673294357955,1.8041237113402062
19,1,Magnitude,Spatial,0,68.55670103092784,1.8041237113402062
20,1,Magnitude,Continuity,0,89.58333333333334,1.8041237113402062
21,1,Peak,Service,0,86.58582866191864,1.8041237113402062
22,1,Peak,Spatial,0,77.57731958762886,1.8041237113402062
23,1,Time to Peak,Service,0,1.0416666666666665,1.8041237113402062
24,1,Time to Recovery,Service,0,86.45833333333334,1.8041237113402062
25,1,Time to Peak,Spatial,0,1.0416666666666665,1.8041237113402062
26,1,Time to Recovery,Spatial,0,86.45833333333334,1.8041237113402062
27,1,Magnitude,Service,1,99.71287499647588,1.8041237113402062
28,1,Magnitude,Spatial,1,73.71134020618557,1.8041237113402062
29,1,Magnitude,Continuity,1,90.625,1.8041237113402062
30,1,Peak,Service,1,87.12565898895264,1.8041237113402062
31,1,Peak,Spatial,1,78.8659793814433,1.8041237113402062
32,1,Time to Peak,Service,1,1.0416666666666665,1.8041237113402062
33,1,Time to Recovery,Service,1,87.5,1.8041237113402062
34,1,Time to Peak,Spatial,1,1.0416666666666665,1.8041237113402062
35,1,Time to Recovery,Spatial,1,87.5,1.8041237113402062
36,1,Magnitude,Service,0,98.76784458756447,3.0927835051546393
37,1,Magnitude,Spatial,0,27.061855670103096,3.0927835051546393
38,1,Magnitude,Continuity,0,87.5,3.0927835051546393
39,1,Peak,Service,0,78.76829206943512,3.0927835051546393
40,1,Peak,Spatial,0,62.371134020618555,3.0927835051546393
41,1,Time to Peak,Service,0,1.0416666666666665,3.0927835051546393
42,1,Time to Recovery,Service,0,86.45833333333334,3.0927835051546393
43,1,Time to Peak,Spatial,0,1.0416666666666665,3.0927835051546393
44,1,Time to Recovery,Spatial,0,86.45833333333334,3.0927835051546393
45,1,Magnitude,Service,1,99.21593572944403,3.0927835051546393
46,1,Magnitude,Spatial,1,51.546391752577314,3.0927835051546393
47,1,Magnitude,Continuity,1,87.5,3.0927835051546393
48,1,Peak,Service,1,85.29954701662064,3.0927835051546393
49,1,Peak,Spatial,1,72.42268041237114,3.0927835051546393
