,Simulation,Dimension,Aspect,Threshold,Reliability,Stress
0,1,Magnitude,Service,0,99.51456002891064,1.0309278350515463
1,1,Magnitude,Spatial,0,73.71134020618557,1.0309278350515463
2,1,Magnitude,Continuity,0,88.54166666666666,1.0309278350515463
3,1,Peak,Service,0,89.99793902039528,1.0309278350515463
4,1,Peak,Spatial,0,84.5360824742268,1.0309278350515463
5,1,Time to Peak,Service,0,2.083333333333333,1.0309278350515463
6,1,Time to Recovery,Service,0,87.5,1.0309278350515463
7,1,Time to Peak,Spatial,0,2.083333333333333,1.0309278350515463
8,1,Time to Recovery,Spatial,0,87.5,1.0309278350515463
9,1,Magnitude,Service,1,99.66829079203308,1.0309278350515463
10,1,Magnitude,Spatial,1,73.96907216494846,1.0309278350515463
11,1,Magnitude,Continuity,1,89.58333333333334,1.0309278350515463
12,1,Peak,Service,1,90.24132713675499,1.0309278350515463
13,1,Peak,Spatial,1,85.05154639175258,1.0309278350515463
14,1,Time to Peak,Service,1,2.083333333333333,1.0309278350515463
15,1,Time to Recovery,Service,1,88.54166666666666,1.0309278350515463
16,1,Time to Peak,Spatial,1,2.083333333333333,1.0309278350515463
17,1,Time to Recovery,Spatial,1,88.54166666666666,1.0309278350515463
18,1,Magnitude,Service,0,98.8970004953444,1.8041237113402062
19,1,Magnitude,Spatial,0,35.567010309278345,1.8041237113402062
20,1,Magnitude,Continuity,0,87.5,1.8041237113402062
21,1,Peak,Service,0,79.6035423874855,1.8041237113402062
22,1,Peak,Spatial,0,63.91752577319587,1.8041237113402062
23,1,Time to Peak,Service,0,1.0416666666666665,1.8041237113402062
24,1,Time to Recovery,Service,0,86.45833333333334,1.8041237113402062
25,1,Time to Peak,Spatial,0,1.0416666666666665,1.8041237113402062
26,1,Time to Recovery,Spatial,0,86.45833333333334,1.8041237113402062
27,1,Magnitude,Service,1,99.85854347469285,1.8041237113402062
28,1,Magnitude,Spatial,1,86.08247422680412,1.8041237113402062
29,1,Magnitude,Continuity,1,95.83333333333334,1.8041237113402062
30,1,Peak,Service,1,92.03194454312325,1.8041237113402062
31,1,Peak,Spatial,1,87.62886597938144,1.8041237113402062
32,1,Time to Peak,Service,1,1.0416666666666665,1.8041237113402062
33,1,Time to Recovery,Service,1,94.79166666666666,1.8041237113402062
34,1,Time to Peak,Spatial,1,1.0416666666666665,1.8041237113402062
35,1,Time to Recovery,Spatial,1,94.79166666666666,1.8041237113402062
36,1,Magnitude,Service,0,99.10327363759279,3.0927835051546393
37,1,Magnitude,Spatial,0,14.948453608247425,3.0927835051546393
38,1,Magnitude,Continuity,0,89.58333333333334,3.0927835051546393
39,1,Peak,Service,0,72.1470445394516,3.0927835051546393
40,1,Peak,Spatial,0,52.319587628865975,3.0927835051546393
41,1,Time to Peak,Service,0,2.083333333333333,3.0927835051546393
42,1,Time to Recovery,Service,0,86.45833333333334,3.0927835051546393
43,1,Time to Peak,Spatial,0,2.083333333333333,3.0927835051546393
44,1,Time to Recovery,Spatial,0,86.45833333333334,3.0927835051546393
45,1,Magnitude,Service,1,99.52054573222995,3.0927835051546393
46,1,Magnitude,Spatial,1,46.649484536082475,3.0927835051546393
47,1,Magnitude,Continuity,1,91.66666666666666,3.0927835051546393
48,1,Peak,Service,1,84.3202218413353,3.0927835051546393
49,1,Peak,Spatial,1,74.22680412371135,3.0927835051546393
50,1,Time to Peak,Service,1,2.083333333333333,3.0927835051546393
51,1,Time to Recovery,Service,1,86.45833333333334,3.0927835051546393
52,1,Time to Peak,Spatial,1,1.0416666666666665,3.0927835051546393
53,1,Time to Recovery,Spatial,1,86.45833333333334,3.0927835051546393
54,1,Magnitude,Service,0,98.34326338022947,5.154639175257732
55,1,Magnitude,Spatial,0,18.814432989690722,5.154639175257732
