,Simulation,Dimension,Aspect,Threshold,Reliability,Stress
0,1,Magnitude,Service,0,99.70424785278738,1.0309278350515463
1,1,Magnitude,Spatial,0,68.55670103092784,1.0309278350515463
2,1,Magnitude,Continuity,0,93.75,1.0309278350515463
3,1,Peak,Service,0,87.48338669538498,1.0309278350515463
4,1,Peak,Spatial,0,79.89690721649485,1.0309278350515463
5,1,Time to Peak,Service,0,2.083333333333333,1.0309278350515463
6,1,Time to Recovery,Service,0,92.70833333333334,1.0309278350515463
7,1,Time to Peak,Spatial,0,2.083333333333333,1.0309278350515463
8,1,Time to Recovery,Spatial,0,92.70833333333334,1.0309278350515463
9,1,Magnitude,Service,1,99.94551169220358,1.0309278350515463
10,1,Magnitude,Spatial,1,95.36082474226804,1.0309278350515463
11,1,Magnitude,Continuity,1,94.79166666666666,1.0309278350515463
12,1,Peak,Service,1,97.89689928293228,1.0309278350515463
13,1,Peak,Spatial,1,96.3917525773196,1.0309278350515463
14,1,Time to Peak,Service,1,1.0416666666666665,1.0309278350515463
15,1,Time to Recovery,Service,1,93.75,1.0309278350515463
16,1,Time to Peak,Spatial,1,1.0416666666666665,1.0309278350515463
17,1,Time to Recovery,Spatial,1,93.75,1.0309278350515463
18,1,Magnitude,Service,0,98.95730363205075,1.8041237113402062
19,1,Magnitude,Spatial,0,53.09278350515464,1.8041237113402062
20,1,Magnitude,Continuity,0,81.25,1.8041237113402062
21,1,Peak,Service,0,85.53889989852905,1.8041237113402062
22,1,Peak,Spatial,0,70.61855670103093,1.8041237113402062
23,1,Time to Peak,Service,0,1.0416666666666665,1.8041237113402062
24,1,Time to Recovery,Service,0,76.04166666666666,1.8041237113402062
25,1,Time to Peak,Spatial,0,1.0416666666666665,1.8041237113402062
26,1,Time to Recovery,Spatial,0,76.04166666666666,1.8041237113402062
27,1,Magnitude,Service,1,99.59581443108618,1.8041237113402062
28,1,Magnitude,Spatial,1,66.49484536082475,1.8041237113402062
29,1,Magnitude,Continuity,1,90.625,1.8041237113402062
30,1,Peak,Service,1,88.70039358735085,1.8041237113402062
31,1,Peak,Spatial,1,82.21649484536083,1.8041237113402062
32,1,Time to Peak,Service,1,1.0416666666666665,1.8041237113402062
33,1,Time to Recovery,Service,1,89.58333333333334,1.8041237113402062
34,1,Time to Peak,Spatial,1,1.0416666666666665,1.8041237113402062
35,1,Time to Recovery,Spatial,1,89.58333333333334,1.8041237113402062
36,1,Magnitude,Service,0,98.38760755956173,3.0927835051546393
37,1,Magnitude,Spatial,0,20.618556701030933,3.0927835051546393
38,1,Magnitude,Continuity,0,83.33333333333334,3.0927835051546393
39,1,Peak,Service,0,69.05266344547272,3.0927835051546393
40,1,Peak,Spatial,0,49.48453608247423,3.0927835051546393
41,1,Time to Peak,Service,0,1.0416666666666665,3.0927835051546393
42,1,Time to Recovery,Service,0,81.25,3.0927835051546393
43,1,Time to Peak,Spatial,0,1.0416666666666665,3.0927835051546393
44,1,Time to Recovery,Spatial,0,81.25,3.0927835051546393
45,1,Magnitude,Service,1,99.47275202721357,3.0927835051546393
46,1,Magnitude,Spatial,1,51.804123711340196,3.0927835051546393
47,1,Magnitude,Continuity,1,92.70833333333334,3.0927835051546393
48,1,Peak,Service,1,75.15384554862976,3.0927835051546393
49,1,Peak,Spatial,1,59.5360824742268,3.0927835051546393
50,1,Time to Peak,Service,1,1.0416666666666665,3.0927835051546393
