,Simulation,Dimension,Aspect,Threshold,Reliability,Stress
0,1,Magnitude,Service,0,99.94425312615931,1.0309278350515463
1,1,Magnitude,Spatial,0,95.61855670103093,1.0309278350515463
2,1,Magnitude,Continuity,0,96.875,1.0309278350515463
3,1,Peak,Service,0,96.7670526355505,1.0309278350515463
4,1,Peak,Spatial,0,95.61855670103093,1.0309278350515463
5,1,Time to Peak,Service,0,1.0416666666666665,1.0309278350515463
6,1,Time to Recovery,Service,0,95.83333333333334,1.0309278350515463
7,1,Time to Peak,Spatial,0,1.0416666666666665,1.0309278350515463
8,1,Time to Recovery,Spatial,0,95.83333333333334,1.0309278350515463
9,1,Magnitude,Service,1,99.94425312615931,1.0309278350515463
10,1,Magnitude,Spatial,1,95.61855670103093,1.0309278350515463
11,1,Magnitude,Continuity,1,96.875,1.0309278350515463
12,1,Peak,Service,1,96.7670526355505,1.0309278350515463
13,1,Peak,Spatial,1,95.61855670103093,1.0309278350515463
14,1,Time to Peak,Service,1,1.0416666666666665,1.0309278350515463
15,1,Time to Recovery,Service,1,95.83333333333334,1.0309278350515463
16,1,Time to Peak,Spatial,1,1.0416666666666665,1.0309278350515463
17,1,Time to Recovery,Spatial,1,95.83333333333334,1.0309278350515463
18,1,Magnitude,Service,0,99.14980102330446,1.8041237113402062
19,1,Magnitude,Spatial,0,52.061855670103085,1.8041237113402062
20,1,Magnitude,Continuity,0,84.375,1.8041237113402062
21,1,Peak,Service,0,87.83640712499619,1.8041237113402062
22,1,Peak,Spatial,0,77.83505154639175,1.8041237113402062
23,1,Time to Peak,Service,0,1.0416666666666665,1.8041237113402062
24,1,Time to Recovery,Service,0,83.33333333333334,1.8041237113402062
25,1,Time to Peak,Spatial,0,1.0416666666666665,1.8041237113402062
26,1,Time to Recovery,Spatial,0,83.33333333333334,1.8041237113402062
27,1,Magnitude,Service,1,99.56865888088942,1.8041237113402062
28,1,Magnitude,Spatial,1,59.27835051546392,1.8041237113402062
29,1,Magnitude,Continuity,1,90.625,1.8041237113402062
30,1,Peak,Service,1,89.62735533714294,1.8041237113402062
31,1,Peak,Spatial,1,79.89690721649485,1.8041237113402062
32,1,Time to Peak,Service,1,2.083333333333333,1.8041237113402062
33,1,Time to Recovery,Service,1,88.54166666666666,1.8041237113402062
34,1,Time to Peak,Spatial,1,1.0416666666666665,1.8041237113402062
35,1,Time to Recovery,Spatial,1,88.54166666666666,1.8041237113402062
36,1,Magnitude,Service,0,98.76714795827866,3.0927835051546393
37,1,Magnitude,Spatial,0,48.453608247422686,3.0927835051546393
38,1,Magnitude,Continuity,0,75.0,3.0927835051546393
39,1,Peak,Service,0,83.33737850189209,3.0927835051546393
40,1,Peak,Spatial,0,66.49484536082475,3.0927835051546393
41,1,Time to Peak,Service,0,1.0416666666666665,3.0927835051546393
42,1,Time to Recovery,Service,0,17.708333333333336,3.0927835051546393
43,1,Time to Peak,Spatial,0,1.0416666666666665,3.0927835051546393
44,1,Time to Recovery,Spatial,0,17.708333333333336,3.0927835051546393
45,1,Magnitude,Service,1,99.57590526901186,3.0927835051546393
46,1,Magnitude,Spatial,1,58.50515463917525,3.0927835051546393
47,1,Magnitude,Continuity,1,91.66666666666666,3.0927835051546393
48,1,Peak,Service,1,83.77482742071152,3.0927835051546393
49,1,Peak,Spatial,1,67.5257731958763,3.0927835051546393
50,1,Time to Peak,Service,1,1.0416666666666665,3.0927835051546393
51,1,Time to Recovery,Service,1,90.625,3.0927835051546393
52,1,Time to Peak,Spatial,1,1.0416666666666665,3.0927835051546393
53,1,Time to Recovery,Spatial,1,90.625,3.0927835051546393
54,1,Magnitude,Service,0,98.93175195902586,5.154639175257732
55,1,Magnitude,Spatial,0,14.175257731958768,5.154639175257732
56,1,Magnitude,Continuity,0,88.54166666666666,5.154639175257732
57,1,Peak,Service,0,71.89691960811615,5.154639175257732
58,1,Peak,Spatial,0,52.83505154639175,5.154639175257732
59,1,Time to Peak,Service,0,1.0416666666666665,5.154639175257732
60,1,Time to Recovery,Service,0,87.5,5.154639175257732
61,1,Time to Peak,Spatial,0,1.0416666666666665,5.154639175257732
62,1,Time to Recovery,Spatial,0,87.5,5.154639175257732
63,1,Magnitude,Service,1,99.3981599342078,5.154639175257732
64,1,Magnitude,Spatial,1,48.19587628865979,5.154639175257732
65,1,Magnitude,Continuity,1,90.625,5.154639175257732
66,1,Peak,Service,1,77.62400358915329,5.154639175257732
67,1,Peak,Spatial,1,62.88659793814433,5.154639175257732
68,1,Time to Peak,Service,1,1.0416666666666665,5.154639175257732
69,1,Time to Recovery,Service,1,88.54166666666666,5.154639175257732
70,1,Time to Peak,Spatial,1,1.0416666666666665,5.154639175257732
71,1,Time to Recovery,Spatial,1,88.54166666666666,5.154639175257732
72,1,Magnitude,Service,0,95.8189394325018,8.762886597938145
73,1,Magnitude,Spatial,0,6.185567010309279,8.762886597938145
74,1,Magnitude,Continuity,0,55.20833333333333,8.762886597938145
75,1,Peak,Service,0,54.543131589889526,8.762886597938145
76,1,Peak,Spatial,0,21.39175257731959,8.762886597938145
77,1,Time to Peak,Service,0,1.0416666666666665,8.762886597938145
78,1,Time to Recovery,Service,0,17.708333333333336,8.762886597938145
79,1,Time to Peak,Spatial,0,1.0416666666666665,8.762886597938145
80,1,Time to Recovery,Spatial,0,17.708333333333336,8.762886597938145
81,1,Magnitude,Service,1,97.96083439141512,8.762886597938145
82,1,Magnitude,Spatial,1,19.845360824742265,8.762886597938145
83,1,Magnitude,Continuity,1,79.16666666666666,8.762886597938145
84,1,Peak,Service,1,61.43874228000641,8.762886597938145
85,1,Peak,Spatial,1,32.98969072164949,8.762886597938145
86,1,Time to Peak,Service,1,1.0416666666666665,8.762886597938145
87,1,Time to Recovery,Service,1,68.75,8.762886597938145
88,1,Time to Peak,Spatial,1,1.0416666666666665,8.762886597938145
89,1,Time to Recovery,Spatial,1,68.75,8.762886597938145
90,1,Magnitude,Service,0,96.48757539689541,14.175257731958762
91,1,Magnitude,Spatial,0,6.185567010309279,14.175257731958762
92,1,Magnitude,Continuity,0,75.0,14.175257731958762
93,1,Peak,Service,0,52.046582102775574,14.175257731958762
94,1,Peak,Spatial,0,19.072164948453608,14.175257731958762
95,1,Time to Peak,Service,0,1.0416666666666665,14.175257731958762
96,1,Time to Recovery,Service,0,73.95833333333333,14.175257731958762
97,1,Time to Peak,Spatial,0,1.0416666666666665,14.175257731958762
98,1,Time to Recovery,Spatial,0,73.95833333333333,14.175257731958762
99,1,Magnitude,Service,1,98.4316773712635,14.175257731958762
100,1,Magnitude,Spatial,1,22.164948453608247,14.175257731958762
101,1,Magnitude,Continuity,1,83.33333333333334,14.175257731958762
102,1,Peak,Service,1,60.30532419681549,14.175257731958762
103,1,Peak,Spatial,1,31.958762886597935,14.175257731958762
104,1,Time to Peak,Service,1,1.0416666666666665,14.175257731958762
105,1,Time to Recovery,Service,1,82.29166666666666,14.175257731958762
106,1,Time to Peak,Spatial,1,1.0416666666666665,14.175257731958762
107,1,Time to Recovery,Spatial,1,82.29166666666666,14.175257731958762
108,1,Magnitude,Service,0,94.37712095677853,23.195876288659793
109,1,Magnitude,Spatial,0,4.381443298969067,23.195876288659793
110,1,Magnitude,Continuity,0,60.41666666666667,23.195876288659793
111,1,Peak,Service,0,48.20132851600647,23.195876288659793
112,1,Peak,Spatial,0,12.371134020618557,23.195876288659793
113,1,Time to Peak,Service,0,1.0416666666666665,23.195876288659793
114,1,Time to Recovery,Service,0,58.33333333333333,23.195876288659793
115,1,Time to Peak,Spatial,0,1.0416666666666665,23.195876288659793
116,1,Time to Recovery,Spatial,0,58.33333333333333,23.195876288659793
117,1,Magnitude,Service,1,95.8922728896141,23.195876288659793
118,1,Magnitude,Spatial,1,4.639175257731953,23.195876288659793
119,1,Magnitude,Continuity,1,75.0,23.195876288659793
120,1,Peak,Service,1,49.663907289505005,23.195876288659793
121,1,Peak,Spatial,1,15.721649484536082,23.195876288659793
122,1,Time to Peak,Service,1,1.0416666666666665,23.195876288659793
123,1,Time to Recovery,Service,1,73.95833333333333,23.195876288659793
124,1,Time to Peak,Spatial,1,1.0416666666666665,23.195876288659793
125,1,Time to Recovery,Spatial,1,73.95833333333333,23.195876288659793
126,1,Magnitude,Service,0,92.40384325385094,37.628865979381445
127,1,Magnitude,Spatial,0,3.8659793814432963,37.628865979381445
128,1,Magnitude,Continuity,0,42.708333333333336,37.628865979381445
129,1,Peak,Service,0,46.7475950717926,37.628865979381445
130,1,Peak,Spatial,0,8.762886597938147,37.628865979381445
131,1,Time to Peak,Service,0,1.0416666666666665,37.628865979381445
132,1,Time to Recovery,Service,0,23.958333333333336,37.628865979381445
133,1,Time to Peak,Spatial,0,1.0416666666666665,37.628865979381445
134,1,Time to Recovery,Spatial,0,23.958333333333336,37.628865979381445
135,1,Magnitude,Service,1,94.62851136922836,37.628865979381445
136,1,Magnitude,Spatial,1,4.123711340206182,37.628865979381445
137,1,Magnitude,Continuity,1,60.41666666666667,37.628865979381445
138,1,Peak,Service,1,47.162264585494995,37.628865979381445
139,1,Peak,Spatial,1,9.536082474226804,37.628865979381445
140,1,Time to Peak,Service,1,1.0416666666666665,37.628865979381445
141,1,Time to Recovery,Service,1,46.875,37.628865979381445
142,1,Time to Peak,Spatial,1,1.0416666666666665,37.628865979381445
143,1,Time to Recovery,Spatial,1,46.875,37.628865979381445
144,1,Magnitude,Service,0,90.9959688782692,61.34020618556701
145,1,Magnitude,Spatial,0,3.350515463917525,61.34020618556701
146,1,Magnitude,Continuity,0,0.0,61.34020618556701
147,1,Peak,Service,0,45.680320262908936,61.34020618556701
148,1,Peak,Spatial,0,5.927835051546393,61.34020618556701
149,1,Time to Peak,Service,0,1.0416666666666665,61.34020618556701
150,1,Time to Recovery,Service,0,0.0,61.34020618556701
151,1,Time to Peak,Spatial,0,1.0416666666666665,61.34020618556701
